0,1,2,3,4,5,6
Dovagest Consulting SA,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,NA,tel:026 470 21 10,fax:026 470 15 61,"Avry-Bourg 43
1754 Avry-sur-Matran",https://www.google.com/maps/place/Avry-Bourg%2043+1754+Avry-sur-Matran
NUBLI Handels GmbH,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.nubli.ch/,tel:041 755 37 40,fax:041 755 37 31,"Brettigen 8
6313 Menzingen",https://www.google.com/maps/place/Brettigen%208+6313+Menzingen
P.Frei Immobilien GmbH,Aktivitäten der Generalunternehmen im Baugewerbe,http://www.frei-immobilien.ch/,tel:071 723 14 14,fax:071 723 14 15,"Büntelistrasse 2C
9443 Widnau",https://www.google.com/maps/place/B%C3%BCntelistrasse%202C+9443+Widnau
Roth Solartechnik,Sanitär- und Heizungsinstallation,http://www.roth-solartechnik.ch/,tel:071 994 34 45,fax:071 994 35 47,"Toggenburgerstrasse 20
9652 Neu St. Johann",https://www.google.com/maps/place/Toggenburgerstrasse%2020+9652+Neu%20St.%20Johann
idessin SA,Bewertungen,http://www.idessin.net/,tel:022 304 00 10,fax:022 940 38 41,"Route des Jeunes 5D
1227 Les Acacias",https://www.google.com/maps/place/Route%20des%20Jeunes%205D+1227+Les%20Acacias
Hedilog AG,Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.,NA,tel:041 756 00 38,NA,"Maienbrunnenstrasse 14
8908 Hedingen",https://www.google.com/maps/place/Maienbrunnenstrasse%2014+8908+Hedingen
Auto Scheidegger,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:041 260 78 78,NA,"Schachenstrasse 10a
6020 Emmenbrücke",https://www.google.com/maps/place/Schachenstrasse%2010a+6020+Emmenbr%C3%BCcke
Schildknecht Einstreu AG,"Grosshandel mit Getreide, Rohtabak, Saatgut und Futtermitteln",NA,tel:071 877 10 20,NA,"Rorschacherstrasse 48b
9323 Steinach",https://www.google.com/maps/place/Rorschacherstrasse%2048b+9323+Steinach
Second Wind SA,Grosshandel mit Sportartikeln,NA,NA,NA,"Chemin du Tsampi 19
1997 Haute-Nendaz",https://www.google.com/maps/place/Chemin%20du%20Tsampi%2019+1997+Haute-Nendaz
Zimmermann Spenglerei GmbH,Bauspenglerei,NA,tel:041 280 34 47,NA,"Buzibachstrasse 44
6023 Rothenburg",https://www.google.com/maps/place/Buzibachstrasse%2044+6023+Rothenburg
Exon AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:041 610 84 84,NA,"Stansstaderstrasse 54
6370 Stans",https://www.google.com/maps/place/Stansstaderstrasse%2054+6370+Stans
I-WANT-YOU-SHOP GmbH,Grosshandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,NA,NA,NA,"Bösch 82
6331 Hünenberg",https://www.google.com/maps/place/B%C3%B6sch%2082+6331+H%C3%BCnenberg
Albergo-Ristorante Tamaro,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.hotel-tamaro.ch/,tel:091 785 48 48,fax:091 791 29 28,"pz.Giuseppe Motta 35
6612 Ascona",https://www.google.com/maps/place/pz.Giuseppe%20Motta%2035+6612+Ascona
Noah Restaurant,Ausschreibungen,http://www.noahrestaurant.ch/,tel:032 530 55 59,NA,"Hauptstrasse 46
4528 Zuchwil",https://www.google.com/maps/place/Hauptstrasse%2046+4528+Zuchwil
Häni & Manser Haustechnik GmbH,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",NA,tel:052 763 27 82,fax:052 763 36 18,"Stroossäcker 6
8555 Müllheim Dorf",https://www.google.com/maps/place/Strooss%C3%A4cker%206+8555+M%C3%BCllheim%20Dorf
R. Rag. Tscharner Immobilien GmbH,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.tscharner.net/,tel:071 422 61 71,NA,"Hauptstrasse 47
9213 Hauptwil",https://www.google.com/maps/place/Hauptstrasse%2047+9213+Hauptwil
Speiserestaurant Cafe Bahnhof,Bäckereien - Tea-Rooms,http://www.beckmeyerhans.ch/,tel:071 888 37 54,fax:071 888 14 85,"Dorf 51
9428 Walzenhausen",https://www.google.com/maps/place/Dorf%2051+9428+Walzenhausen
Immobasis AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.immo-basis.ch/,NA,NA,"Güterstrasse 10
8952 Schlieren",https://www.google.com/maps/place/G%C3%BCterstrasse%2010+8952+Schlieren
Rebu Treuhand GmbH,Bewertungen,http://www.rebu-treuhand.ch/,tel:055 648 01 50,NA,"Zürcherstrasse 37d
8852 Altendorf",https://www.google.com/maps/place/Z%C3%BCrcherstrasse%2037d+8852+Altendorf
RUTZ GmbH,Mechanische Werkstätten,NA,tel:071 650 05 70,fax:071 650 05 71,"Steinacker 13
9556 Affeltrangen",https://www.google.com/maps/place/Steinacker%2013+9556+Affeltrangen
EYEART Vision GmbH,Bewertungen,http://www.eyeart.ch/,NA,NA,"Zugerstrasse 72
6340 Baar",https://www.google.com/maps/place/Zugerstrasse%2072+6340+Baar
Peter Michel,Sanitärinstallation und Spenglerei,NA,tel:033 822 60 80,fax:033 822 08 29,"Sandmatte 13
3806 Bönigen b. Interlaken",https://www.google.com/maps/place/Sandmatte%2013+3806+B%C3%B6nigen%20b.%20Interlaken
Hotel Aeschi Park,"Hotels, Gasthöfe und Pensionen ohne Restaurant",http://www.aeschipark.ch/,tel:033 655 91 91,fax:033 655 91 92,"Dorfstrasse 8
3703 Aeschi b. Spiez",https://www.google.com/maps/place/Dorfstrasse%208+3703+Aeschi%20b.%20Spiez
Oswald AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:081 851 60 90,fax:081 851 60 99,"Hauptstrasse
7537 Müstair",https://www.google.com/maps/place/Hauptstrasse+7537+M%C3%BCstair
TWK Tank-+ Energietechnik AG,"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall",NA,tel:061 921 53 56,fax:061 921 19 08,"Kasernenstrasse 63
4410 Liestal",https://www.google.com/maps/place/Kasernenstrasse%2063+4410+Liestal
swissjob service AG,Befristete Überlassung von Arbeitskräften,http://www.swissjob.ch/,tel:041 319 26 26,fax:041 319 26 27,"Sempacherstrasse 17
6003 Luzern",https://www.google.com/maps/place/Sempacherstrasse%2017+6003+Luzern
Arnold Hohl AG,Herstellung von Werkzeugen,NA,tel:071 931 37 60,fax:071 931 11 45,"Letziwiesstrasse 2
9604 Lütisburg",https://www.google.com/maps/place/Letziwiesstrasse%202+9604+L%C3%BCtisburg
Kobefi AG,Investmentgesellschaften,NA,NA,NA,"Holzackerstrasse 1
4566 Kriegstetten",https://www.google.com/maps/place/Holzackerstrasse%201+4566+Kriegstetten
FINAFFAIRS GmbH,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,NA,NA,"Buchholzweg 12
5616 Meisterschwanden",https://www.google.com/maps/place/Buchholzweg%2012+5616+Meisterschwanden
Bohnenblust Gips AG,"Anbringen von Stuckaturen, Gipserei und Verputzerei",NA,tel:071 841 31 37,fax:071 841 31 73,"Ahornstrasse 5a
9323 Steinach",https://www.google.com/maps/place/Ahornstrasse%205a+9323+Steinach
Amosa AG,Architekturbüros,NA,tel:056 450 02 55,fax:056 450 02 56,"Unterdorfstrasse 19
5212 Hausen AG",https://www.google.com/maps/place/Unterdorfstrasse%2019+5212+Hausen%20AG
Garage Brender SA,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.garagebrender.ch/,tel:021 621 16 16,fax:021 621 16 17,"Route Aloys-Fauquez 128
1018 Lausanne",https://www.google.com/maps/place/Route%20Aloys-Fauquez%20128+1018+Lausanne
JPF-DUCRET SA,Inserate,http://www.jpf.ch/,tel:026 919 72 72,NA,"Chemin de Mosseires 65
1630 Bulle",https://www.google.com/maps/place/Chemin%20de%20Mosseires%2065+1630+Bulle
Rauch Bau-Promotion,Investmentgesellschaften,NA,tel:044 341 24 35,NA,"Michelstrasse 6
8049 Zürich",https://www.google.com/maps/place/Michelstrasse%20%206+8049+Z%C3%BCrich
GASHI AG BODENBELÄGE U. DOPPELBÖDEN,Verlegen von Fussboden,NA,tel:043 211 40 40,NA,"Riedwiesenstrasse 11-13
8305 Dietlikon",https://www.google.com/maps/place/Riedwiesenstrasse%2011-13+8305+Dietlikon
PICA Immobilien AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,tel:041 921 74 77,NA,"Grundmatte 3
6214 Schenkon",https://www.google.com/maps/place/Grundmatte%203+6214+Schenkon
Dr. W.A. Günther Media Rent AG,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.",NA,tel:043 222 33 03,fax:043 222 33 66,"Motorenstrasse 35
8623 Wetzikon ZH",https://www.google.com/maps/place/Motorenstrasse%2035+8623+Wetzikon%20ZH
Gema AG Walenstadt,Sanitärinstallation und Spenglerei,NA,tel:081 720 20 20,fax:081 720 20 21,"Ziegelhüttenstrasse 2
8880 Walenstadt",https://www.google.com/maps/place/Ziegelh%C3%BCttenstrasse%202+8880+Walenstadt
Schmitter Haushaltapparate -,Detailhandel mit elektrischen Haushaltsgeräten,NA,tel:032 614 14 45,NA,"Gewerbestrasse 7
4553 Subingen",https://www.google.com/maps/place/Gewerbestrasse%207+4553+Subingen
KLB GmbH,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.klb.ch/,tel:056 250 40 40,fax:056 250 40 49,"Weststrasse 4
5426 Lengnau AG",https://www.google.com/maps/place/Weststrasse%204+5426+Lengnau%20AG
Josef Hugentobler,Dachdeckerei,NA,tel:052 657 36 36,fax:052 657 51 91,"Bahnhofstrasse 1
8253 Diessenhofen",https://www.google.com/maps/place/Bahnhofstrasse%201+8253+Diessenhofen
Rectimo AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:032 323 04 41,NA,"Poststrasse 12
2504 Biel/Bienne",https://www.google.com/maps/place/Poststrasse%2012+2504+Biel/Bienne
Stampfli GmbH,Güterbeförderung im Strassenverkehr,http://www.stampfli-mulden.ch/,tel:032 672 44 77,fax:032 672 44 74,"Grüttstrasse 108
4562 Biberist",https://www.google.com/maps/place/Gr%C3%BCttstrasse%20108+4562+Biberist
Zehnder Bau AG,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,http://www.zehnder-bau.ch/,tel:044 739 14 90,fax:044 739 14 91,"Hans Stutz-Strasse 1
8903 Birmensdorf ZH",https://www.google.com/maps/place/Hans%20Stutz-Strasse%201+8903+Birmensdorf%20ZH
Global Events Sàrl,Unternehmensberatung,http://www.global-events.ch/,tel:027 565 79 78,NA,"Industrielle Proprèses 7
1868 Collombey",https://www.google.com/maps/place/Industrielle%20Propr%C3%A8ses%207+1868+Collombey
Elektro Fahrni & Bachmann GmbH,Elektroinstallation,NA,tel:033 336 22 88,fax:033 336 22 89,"Gwattstrasse 107
3645 Gwatt (Thun)",https://www.google.com/maps/place/Gwattstrasse%20107+3645+Gwatt%20(Thun)
Emmen-Garage GmbH,lnstandhaltung und Reparatur von Automobilen,NA,tel:032 682 12 12,fax:032 682 12 13,"Schützenstrasse 14
4552 Derendingen",https://www.google.com/maps/place/Sch%C3%BCtzenstrasse%2014+4552+Derendingen
Papeterie Elisabeth Hug,Detailhandel mit Schreibwaren und Bürobedarf,http://www.papeterie-hug.ch/,tel:061 693 36 07,NA,"Türkheimerstrasse 32
4055 Basel",https://www.google.com/maps/place/T%C3%BCrkheimerstrasse%2032+4055+Basel
Braui Markt,Herstellung von Bier,http://www.brauereibaar.ch/,tel:041 761 12 08,fax:041 760 26 83,"Langgasse 41
6340 Baar",https://www.google.com/maps/place/Langgasse%2041+6340+Baar
Hans Lüthi Auto AG,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:031 926 33 62,NA,"Murtenstrasse 116
3202 Frauenkappelen",https://www.google.com/maps/place/Murtenstrasse%20116+3202+Frauenkappelen
Drogerie Rütimann AG,Drogerien,http://www.drogerie24.ch/,tel:044 764 06 68,fax:044 764 02 29,"Ebertswilerstrasse 7
8915 Hausen am Albis",https://www.google.com/maps/place/Ebertswilerstrasse%207+8915+Hausen%20am%20Albis
Schläfli Handels AG,Kunsthandel,NA,tel:034 445 27 13,fax:034 445 13 32,"Kirchbergstrasse 2
3421 Lyssach",https://www.google.com/maps/place/Kirchbergstrasse%202+3421+Lyssach
E. Hofer AG,Sanitär- und Heizungsinstallation,NA,tel:032 313 15 25,fax:032 313 32 93,"Treitengasse 31
3225 Müntschemier",https://www.google.com/maps/place/Treitengasse%2031+3225+M%C3%BCntschemier
Horber Innenausbau,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",NA,tel:071 385 83 11,fax:071 385 83 11,"Bedastrasse 36
9200 Gossau SG",https://www.google.com/maps/place/Bedastrasse%2036+9200+Gossau%20SG
VT Beteiligungen AG,Architekturbüros,NA,NA,NA,"Hofmättli 7
3661 Uetendorf",https://www.google.com/maps/place/Hofm%C3%A4ttli%207+3661+Uetendorf
Hermann Zürcher AG,"Holzbau, Zimmerei",http://www.zuercherag-holzbau.ch/,tel:031 939 32 32,fax:031 939 32 33,"Waldheimstrasse 15
3072 Ostermundigen",https://www.google.com/maps/place/Waldheimstrasse%2015+3072+Ostermundigen
Ammann AG Luzern,Allgemeiner Hochbau,http://www.ammann-ag.ch/,tel:041 429 09 90,fax:041 429 09 99,"Bergstrasse 10
6004 Luzern",https://www.google.com/maps/place/Bergstrasse%2010+6004+Luzern
MW Installationen Wyssen GmbH,Sanitär- und Heizungsinstallation,NA,NA,NA,"Pletschenstrasse 13
3952 Susten",https://www.google.com/maps/place/Pletschenstrasse%2013+3952+Susten
Gastra-Grossküchen AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,NA,tel:027 946 72 73,fax:027 946 51 56,"Kantonsstrasse 55
3930 Visp",https://www.google.com/maps/place/Kantonsstrasse%2055+3930+Visp
"MAF Consulting, Marc-André Fuchs",Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,NA,NA,NA,"Hauptgasse 46
3280 Murten",https://www.google.com/maps/place/Hauptgasse%2046+3280+Murten
Johann Waser,Abbrucharbeiten,NA,NA,NA,"Tüffenwies 21
8064 Zürich",https://www.google.com/maps/place/T%C3%BCffenwies%2021+8064+Z%C3%BCrich
Aarekies Brienz AG,"Gewinnung von Kies, Sand, Ton und Kaolin",NA,tel:033 951 18 45,fax:033 951 13 17,"Aaregg
3855 Brienz BE",https://www.google.com/maps/place/Aaregg+3855+Brienz%20BE
SAM - Investment AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:032 681 33 33,NA,"Ritterplatz 34
4552 Derendingen",https://www.google.com/maps/place/Ritterplatz%2034+4552+Derendingen
Kurt Weber Immobilien AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.kurtweber.ch/,tel:062 771 90 80,NA,"Aarauerstrasse 70
5734 Reinach AG",https://www.google.com/maps/place/Aarauerstrasse%2070+5734+Reinach%20AG
Wehrli Metallbau AG,Herstellung von Ausbauelementen aus Metall,http://www.wehrliag.ch/,tel:071 228 08 22,fax:071 228 08 21,"Gebenloostrasse 12
9552 Bronschhofen",https://www.google.com/maps/place/Gebenloostrasse%2012+9552+Bronschhofen
kaelinbuero.ch Daniel Kälin,Detailhandel mit Möbeln,http://www.kaelinbuero.ch/,tel:041 210 42 71,fax:041 210 42 25,"Bundesstrasse 9
6003 Luzern",https://www.google.com/maps/place/Bundesstrasse%209+6003+Luzern
Stefan Burki,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,NA,NA,NA,"Stelliboden 86
4719 Ramiswil",https://www.google.com/maps/place/Stelliboden%2086+4719+Ramiswil
Büma Trading GmbH,Artikel im Shop,http://www.buema-trading.ch/,tel:081 330 33 57,fax:081 330 33 58,"Hofstatt 4
7214 Grüsch",https://www.google.com/maps/place/Hofstatt%204+7214+Gr%C3%BCsch
Zimmerei Holzbau Meier + Brunner AG,"Holzbau, Zimmerei",http://www.zimmereimeier.ch/,tel:062 391 44 18,fax:062 391 12 84,"Unt.Brühlmatt 663
4712 Laupersdorf",https://www.google.com/maps/place/Unt.Br%C3%BChlmatt%20663+4712+Laupersdorf
Blumen Dufour AG,Artikel im Shop,http://www.blumendufour.ch/,tel:061 261 45 77,NA,"Spalenberg 4
4051 Basel",https://www.google.com/maps/place/Spalenberg%204+4051+Basel
Bernhard Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.bernhardgartenbau.ch/,tel:071 385 50 22,fax:071 385 91 79,"Wilenstrasse 512
9204 Andwil SG",https://www.google.com/maps/place/Wilenstrasse%20512+9204+Andwil%20SG
AAZ Verlag GmbH,Sonstiges Verlagswesen (ohne Software),NA,NA,NA,"Wisshaltenstrasse 17
8862 Schübelbach",https://www.google.com/maps/place/Wisshaltenstrasse%2017+8862+Sch%C3%BCbelbach
Elektro Center Bolt AG,Detailhandel mit elektrischen Haushaltsgeräten,http://www.bolt-ag.ch/,tel:071 648 14 66,fax:071 648 24 20,"Götighoferstrasse 2
8586 Riedt b. Erlen",https://www.google.com/maps/place/G%C3%B6tighoferstrasse%202+8586+Riedt%20b.%20Erlen
Daniel Mittner,Offsetdruck,NA,tel:056 406 64 83,NA,"Heimstrasse 8
5430 Wettingen",https://www.google.com/maps/place/Heimstrasse%208+5430+Wettingen
Bernhard Meier,Sonstiger Fachdetailhandel a. n. g. (in Verkaufsräumen),NA,tel:071 911 19 22,NA,"Stägenacker 21
9553 Bettwiesen",https://www.google.com/maps/place/St%C3%A4genacker%2021+9553+Bettwiesen
idm Verlag AG,Verlegen von Zeitschriften,http://www.idm-verlag.ch/,tel:041 785 63 30,fax:041 785 63 33,"Rothusstrasse 19
6331 Hünenberg",https://www.google.com/maps/place/Rothusstrasse%2019+6331+H%C3%BCnenberg
Coiffure Trend,Coiffeursalons,NA,tel:091 826 47 98,fax:091 745 25 64,"Centro Cervia
6500 Bellinzona",https://www.google.com/maps/place/Centro%20Cervia+6500+Bellinzona
Christian Eisenhut,Architekturbüros,NA,tel:071 277 73 27,fax:071 277 32 76,"Breitschachenstrasse 4
9032 Engelburg",https://www.google.com/maps/place/Breitschachenstrasse%204+9032+Engelburg
Hans Peter Meier,Kaminfeger,NA,NA,NA,"Löwensteinstrasse 15
8212 Neuhausen am Rheinfall",https://www.google.com/maps/place/L%C3%B6wensteinstrasse%2015+8212+Neuhausen%20am%20Rheinfall
Trachsel Th.Holzbau GmbH,"Holzbau, Zimmerei",NA,tel:031 701 22 82,fax:031 701 05 12,"Dorf,Landiswil
3434 Obergoldbach","https://www.google.com/maps/place/Dorf,Landiswil+3434+Obergoldbach"
NA,NA,NA,NA,NA,NA,
Luro Küchen AG,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",http://www.luro-kuechen.ch/,tel:062 748 42 42,fax:062 748 42 40,"Altishoferstrasse 24
6252 Dagmersellen",https://www.google.com/maps/place/Altishoferstrasse%2024+6252+Dagmersellen
NA,NA,NA,NA,NA,NA,
S & P Steger & Partner Arch.AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,NA,NA,"Grossmatte 1
6260 Reiden",https://www.google.com/maps/place/Grossmatte%201+6260+Reiden
Germann Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.germann-gartenbau.ch/,tel:071 931 20 88,fax:071 931 41 69,"Hölzliweg 15
9602 Bazenheid",https://www.google.com/maps/place/H%C3%B6lzliweg%2015+9602+Bazenheid
Clako AG,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.clako-ag.ch/,tel:033 336 98 57,fax:033 336 69 57,"Mühlemattweg 10a
3608 Thun",https://www.google.com/maps/place/M%C3%BChlemattweg%2010a+3608+Thun
"INNOVA Tech,Inh.Peter Grundl",Grosshandel mit Automobilteilen und -zubehör,NA,tel:071 971 34 65,fax:071 971 34 76,"Rispergstrasse 5
8360 Wallenwil",https://www.google.com/maps/place/Rispergstrasse%205+8360+Wallenwil
Messerli Kommunikation AG,Werbeagenturen,https://www.mekomm.ch/,tel:031 950 20 21,NA,"Thunstrasse 42
3074 Muri b. Bern",https://www.google.com/maps/place/Thunstrasse%2042+3074+Muri%20b.%20Bern
Christian Santschi,Detailhandel mit Antiquitäten,NA,tel:033 437 25 02,NA,"Weidenweg 11
3612 Steffisburg",https://www.google.com/maps/place/Weidenweg%2011+3612+Steffisburg
Gastro Bahnhof-Post Kreuzlingen AG,"Verwaltung von Hotels, Gasthöfen und Pensionen",NA,tel:071 672 79 72,NA,"Nationalstrasse 2
8280 Kreuzlingen",https://www.google.com/maps/place/Nationalstrasse%202+8280+Kreuzlingen
Baumgartner Landmaschinen GmbH,Reparatur von Maschinen,http://www.blmt.ch/,tel:056 245 80 50,fax:056 245 80 59,"Rengg 1
5306 Tegerfelden",https://www.google.com/maps/place/Rengg%201+5306+Tegerfelden
RKL Ingenieurbüro AG,Bau-Ingenieurbüros,NA,tel:081 771 15 40,fax:081 771 17 28,"Haagerstrasse 63
9473 Gams",https://www.google.com/maps/place/Haagerstrasse%2063+9473+Gams
Räss Industrieböden AG,Verlegen von Fussboden,NA,tel:071 766 17 05,fax:071 766 19 68,"Widenstrasse 6
9464 Rüthi (Rheintal)",https://www.google.com/maps/place/Widenstrasse%206+9464+R%C3%BCthi%20(Rheintal)
FX Automation AG,Mechanische Werkstätten,http://www.schmidag.ch/,tel:071 272 33 40,fax:071 272 33 30,"Moosmühlenstrasse 8
9000 St. Gallen",https://www.google.com/maps/place/Moosm%C3%BChlenstrasse%208+9000+St.%20Gallen
Atelier la Grève,Sonstige künstlerische und schriftstellerische Tätigkeiten und Darbietungen,NA,tel:026 667 20 10,fax:026 667 20 08,"ch.des Rosseaux 4
1545 Chevroux",https://www.google.com/maps/place/ch.des%20Rosseaux%204+1545+Chevroux
Urs Scheidegger Behag,Sanitärinstallation,NA,tel:041 450 04 40,NA,"Längenbold 18b
6037 Root",https://www.google.com/maps/place/L%C3%A4ngenbold%2018b+6037+Root
KUNST-WERK AG,Herstellung von Automobilen und Automobilmotoren,NA,tel:031 566 45 46,fax:033 356 08 70,"Emmentalstrasse 81d
3510 Konolfingen",https://www.google.com/maps/place/Emmentalstrasse%2081d+3510+Konolfingen
Gastrovin AG,Detailhandel mit Getränken,https://www.gastrovin.ch/,tel:044 802 71 71,fax:044 802 71 72,"Kriesbachstrasse 4
8600 Dübendorf",https://www.google.com/maps/place/Kriesbachstrasse%204+8600+D%C3%BCbendorf
directzone gmbh,Versand- und Internet-Detailhandel,http://www.directzone.ch/,tel:041 211 33 42,NA,"Allmendstrasse 2
8105 Regensdorf",https://www.google.com/maps/place/Allmendstrasse%202+8105+Regensdorf
Graf AG,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.grafhaustechnik.ch/,tel:062 758 38 54,NA,"Dorfstrasse 5
6260 Reiden",https://www.google.com/maps/place/Dorfstrasse%205+6260+Reiden
Ebinger Schreinerei GmbH,Schreinerarbeiten im Innenausbau,http://www.ebingeruster.ch/,tel:044 940 15 68,fax:044 940 79 39,"Gerbestrasse 2
8610 Uster",https://www.google.com/maps/place/Gerbestrasse%202+8610+Uster
Metrogarage Service & Verkauf GmbH,lnstandhaltung und Reparatur von Automobilen,http://www.metrogarage.ch/,tel:032 384 72 44,fax:032 386 74 55,"Grenzstrasse 31
3250 Lyss",https://www.google.com/maps/place/Grenzstrasse%2031+3250+Lyss
NA,NA,NA,NA,NA,NA,
Garage Gfeller GmbH,lnstandhaltung und Reparatur von Automobilen,NA,tel:052 741 19 53,NA,"Unterdorf 1
8261 Hemishofen",https://www.google.com/maps/place/Unterdorf%201+8261+Hemishofen
NA,NA,NA,NA,NA,NA,
Adaastra Boutique Hotel,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.cfi-hotels.ch/,tel:027 922 99 99,fax:027 922 99 98,"Furkastrasse 16
3904 Naters",https://www.google.com/maps/place/Furkastrasse%2016+3904+Naters
Novabau AG,Ausschreibungen,http://www.novabau.ch/,tel:044 817 00 90,fax:044 817 00 02,"Riedmattstrasse 9
8153 Rümlang",https://www.google.com/maps/place/Riedmattstrasse%209+8153+R%C3%BCmlang
Ofenhaus Linder GmbH,Ausschreibungen,http://www.ofenhaus-linder.ch/,tel:032 682 22 87,fax:032 682 53 61,"Derendingenstrasse 6
4563 Gerlafingen",https://www.google.com/maps/place/Derendingenstrasse%206+4563+Gerlafingen
Werbeatelier redchili GmbH,Werbeagenturen,http://www.redchili.net/,tel:071 866 15 65,NA,"Bahnhofstrasse 47
9402 Mörschwil",https://www.google.com/maps/place/Bahnhofstrasse%2047+9402+M%C3%B6rschwil
Schreinerei Marthaler AG,Herstellung von sonstigen Möbeln,http://www.marthaler-ag.ch/,tel:062 896 27 17,fax:062 896 27 77,"Langmattstrasse 3
5506 Mägenwil",https://www.google.com/maps/place/Langmattstrasse%203+5506+M%C3%A4genwil
Studer & Hänni AG,Detailhandel mit Uhren und Schmuck,NA,tel:071 787 21 33,NA,"Hauptgasse 25
9050 Appenzell",https://www.google.com/maps/place/Hauptgasse%2025+9050+Appenzell
NA,NA,NA,NA,NA,NA,
Gebr.Kohler AG,Bauspenglerei,NA,tel:056 496 18 05,fax:056 496 60 56,"Künterstrasse 6
5444 Künten",https://www.google.com/maps/place/K%C3%BCnterstrasse%206+5444+K%C3%BCnten
Schreinerei Sidler GmbH,Artikel im Shop,http://www.sidlerschreinerei.ch/,tel:062 926 03 03,NA,"Industrie Allmend 29
4629 Fulenbach",https://www.google.com/maps/place/Industrie%20Allmend%2029+4629+Fulenbach
Michele Ficarra,Artikel im Shop,https://ficarra.ch/,tel:071 966 30 08,NA,"Fabrikstrasse 8
8370 Sirnach",https://www.google.com/maps/place/Fabrikstrasse%208+8370+Sirnach
Hotel - Restaurant Blume,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.blume-birsfelden.ch/,tel:061 311 29 94,fax:061 313 60 14,"Hauptstrasse 45
4127 Birsfelden",https://www.google.com/maps/place/Hauptstrasse%2045+4127+Birsfelden
NA,NA,NA,NA,NA,NA,
Nisjon GmbH,Maurerarbeiten,NA,NA,NA,"Grossmattstrasse 4
5737 Menziken",https://www.google.com/maps/place/Grossmattstrasse%204+5737+Menziken
Cave Papillon Wenger Charly,Anbau von Wein- und Tafeltrauben,http://www.cave-papillon.ch/,NA,NA,"Cinastrasse 39
3970 Salgesch",https://www.google.com/maps/place/Cinastrasse%2039+3970+Salgesch
bp Tankstelle Wattwil,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Bleikenstrasse 45
9630 Wattwil",https://www.google.com/maps/place/Bleikenstrasse%2045+9630+Wattwil
Aparte AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.aparte.ch/,tel:055 417 45 87,fax:055 417 46 47,"Samstagernstrasse 57
8832 Wollerau",https://www.google.com/maps/place/Samstagernstrasse%2057+8832+Wollerau
inlingua Sprachschule,Sprachunterricht,http://www.inlingua.ch/,tel:031 313 15 15,fax:031 311 02 40,"Waisenhausplatz 28
3011 Bern",https://www.google.com/maps/place/Waisenhausplatz%2028+3011+Bern
Willi Scherrer Kies und Beton AG,"Gewinnung von Kies, Sand, Ton und Kaolin",http://www.willischerrerag.ch/,tel:071 932 60 10,fax:071 932 60 19,"Wolfikonerstrasse 16
9602 Bazenheid",https://www.google.com/maps/place/Wolfikonerstrasse%2016+9602+Bazenheid
