0,1,2,3,4,5,6
Künzler & Sauber AG,lnstandhaltung und Reparatur von Automobilen,http://www.auto-hinwil.ch/,tel:044 938 90 90,fax:044 938 90 91,"Heuweidlistrasse
8340 Hinwil",https://www.google.com/maps/place/Heuweidlistrasse+8340+Hinwil
RS-Hilfsmittel GmbH,Detailhandel mit medizinischen und orthopädischen Artikeln,http://www.rs-hilfsmittel.ch/,tel:033 438 33 33,fax:033 438 00 58,"Bernstrasse 292
3627 Heimberg",https://www.google.com/maps/place/Bernstrasse%20292+3627+Heimberg
MP MediaPlus GmbH,Sonstiges Verlagswesen (ohne Software),NA,tel:061 485 15 15,fax:061 485 15 25,"Missionsstrasse 82
4055 Basel",https://www.google.com/maps/place/Missionsstrasse%2082+4055+Basel
Knubel Bauspenglerei AG,Bauspenglerei,http://www.knubel-bauspenglerei.ch/,tel:062 396 34 00,NA,"Industriestrasse 13
4703 Kestenholz",https://www.google.com/maps/place/Industriestrasse%2013+4703+Kestenholz
Lutz Bodenmüller AG,Sanitär- und Heizungsinstallation,http://www.solarlutz.ch/,tel:052 685 18 21,fax:052 685 18 41,"Steinwiesenstrasse 10
8222 Beringen",https://www.google.com/maps/place/Steinwiesenstrasse%2010+8222+Beringen
Bähler Bau AG,"Dämmung gegen Kälte, Wärme, Schall und Erschütterung",NA,tel:044 833 3000,NA,"Am Dorfbach 8 8
8308 Illnau",https://www.google.com/maps/place/Am%20Dorfbach%208%208+8308+Illnau
Hi Fi Studio Inauen,Detailhandel mit Geräten der Unterhaltungselektronik,NA,tel:071 222 99 88,fax:071 222 74 64,"Webergasse 12
9000 St. Gallen",https://www.google.com/maps/place/Webergasse%2012+9000+St.%20Gallen
E. Lanz Radio - TV AG,Reparatur von elektrischen Ausrüstungen,NA,tel:062 962 20 20,NA,"Schultheissenstrasse 10
4950 Huttwil",https://www.google.com/maps/place/Schultheissenstrasse%2010+4950+Huttwil
BB Switzerland,Unternehmensberatung,http://www.agence-bb.ch/,tel:021 633 07 80,NA,"Rue de la Vernie 12
1023 Crissier",https://www.google.com/maps/place/Rue%20de%20la%20Vernie%2012+1023+Crissier
Morger GmbH,Detailhandel mit elektrischen Haushaltsgeräten,http://www.kafi.ch/,tel:071 244 80 30,fax:071 244 80 50,"Langgasse 36
9008 St. Gallen",https://www.google.com/maps/place/Langgasse%2036+9008+St.%20Gallen
Elektro Waser AG,Elektroinstallation,http://www.elektro-waser.ch/,tel:041 249 99 44,fax:041 632 60 33,"Klosterstrasse 21b
6003 Luzern",https://www.google.com/maps/place/Klosterstrasse%2021b+6003+Luzern
Gasthof Löwen,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.loewen-riffenmatt.ch/,tel:031 735 51 54,fax:031 735 50 69,"Dorf
3156 Riffenmatt",https://www.google.com/maps/place/Dorf+3156+Riffenmatt
ZAHO Holzbau AG,"Holzbau, Zimmerei",http://www.zaho.ch/,tel:062 965 16 73,NA,"Dorf 53
4937 Ursenbach",https://www.google.com/maps/place/Dorf%2053+4937+Ursenbach
Harko AG,Entwicklung von Bauprojekten,NA,tel:062 834 00 00,fax:062 834 00 01,"Rössligutstrasse 1
5000 Aarau",https://www.google.com/maps/place/R%C3%B6ssligutstrasse%201+5000+Aarau
Digital Development & Learning Kux,Artikel im Shop,http://www.ddlk.ch/,NA,NA,"Bruggweg 20
4144 Arlesheim",https://www.google.com/maps/place/Bruggweg%2020+4144+Arlesheim
Malergeschäft Mischler GmbH,Malerei,NA,tel:031 731 32 29,NA,"Thunstrasse 16
3150 Schwarzenburg",https://www.google.com/maps/place/Thunstrasse%2016+3150+Schwarzenburg
shop-24.ch AG,Versand- und Internet-Detailhandel,NA,tel:062 827 44 11,fax:062 767 70 79,"Hauptstrasse 40
5024 Küttigen",https://www.google.com/maps/place/Hauptstrasse%20%2040+5024+K%C3%BCttigen
eljah gmbh,Erbringung von sonstigen Dienstleistungen a. n. g.,NA,NA,NA,"Rollmattstrasse 2
3123 Belp",https://www.google.com/maps/place/Rollmattstrasse%202+3123+Belp
Allemann Wiler Immobilien AG,Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk,NA,tel:032 666 30 70,fax:032 666 30 80,"Ribibachstrasse 1
3428 Wiler b. Utzenstorf",https://www.google.com/maps/place/Ribibachstrasse%201+3428+Wiler%20b.%20Utzenstorf
Elektro Etter + Livet AG,Inserate,http://www.etterlivet.ch/,tel:071 649 20 20,fax:071 649 20 21,"Industriestrasse 13
8583 Sulgen",https://www.google.com/maps/place/Industriestrasse%2013+8583+Sulgen
Garage Pfleiderer,lnstandhaltung und Reparatur von Automobilen,http://www.garage-pfleiderer.ch/,tel:041 370 40 00,fax:041 370 90 30,"Hauptstrasse 1
6033 Buchrain",https://www.google.com/maps/place/Hauptstrasse%201+6033+Buchrain
KUDAG Financial Services AG,Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten,http://www.kudag.ch/,NA,NA,"Schaffhauserstrasse 63
8152 Glattbrugg",https://www.google.com/maps/place/Schaffhauserstrasse%2063+8152+Glattbrugg
Farb Top GmbH,Malerei,NA,tel:041 360 53 01,fax:041 360 52 01,"Hinterhofstrasse 20
6005 Luzern",https://www.google.com/maps/place/Hinterhofstrasse%2020+6005+Luzern
Roland Ritzi Schreinerei,Schreinerarbeiten im Innenausbau,NA,NA,NA,"Kirchstrasse 20
9217 Neukirch an der Thur",https://www.google.com/maps/place/Kirchstrasse%2020+9217+Neukirch%20an%20der%20Thur
FisGah Fischbacher + Gahlinger AG,Malerei,NA,tel:071 983 32 22,fax:071 983 32 21,"Thurstrasse 14
9615 Dietfurt",https://www.google.com/maps/place/Thurstrasse%2014+9615+Dietfurt
Worldline Schweiz AG,Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,NA,tel:058 399 91 28,NA,"Hardturmstrasse 201
8005 Zürich",https://www.google.com/maps/place/Hardturmstrasse%20201+8005+Z%C3%BCrich
darnok GmbH,"Holzbau, Zimmerei",NA,NA,NA,"Wuhrweg 6
4805 Brittnau",https://www.google.com/maps/place/Wuhrweg%206+4805+Brittnau
SKB - Krattinger,Grosshandel mit sonstigen Maschinen und Ausrüstungen,NA,tel:032 961 18 89,fax:032 961 19 09,"Vieux-Moulin,Le Boéchet
2336 Les Bois","https://www.google.com/maps/place/Vieux-Moulin,Le%20Bo%C3%A9chet+2336+Les%20Bois"
LÜSCHER-Heimservice-Abbruch,Abbrucharbeiten,NA,tel:055 535 54 52,NA,"Oberibergstrasse 4
8842 Unteriberg",https://www.google.com/maps/place/Oberibergstrasse%204+8842+Unteriberg
Flückiger + Schärer GmbH,Sanitär- und Heizungsinstallation,http://www.flueckigerschaerer.ch/,tel:062 964 10 16,NA,"Mösli 56d
4954 Wyssachen",https://www.google.com/maps/place/M%C3%B6sli%2056d+4954+Wyssachen
Rupli + Partner AG,"Holzbau, Zimmerei",http://www.rupli.ch/,tel:052 681 33 77,fax:052 681 41 61,"Leebenstrasse 33
8215 Hallau",https://www.google.com/maps/place/Leebenstrasse%2033+8215+Hallau
Elektro Markus Odermatt GmbH,Elektroinstallation,NA,tel:041 622 14 33,fax:041 622 14 00,"Stationsstrasse 4
6373 Ennetbürgen",https://www.google.com/maps/place/Stationsstrasse%204+6373+Ennetb%C3%BCrgen
VC 999 Verpackungssysteme AG,Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.,http://www.vc999.ch/,tel:071 353 59 00,fax:071 353 59 01,"Melonenstrasse 2
9101 Herisau",https://www.google.com/maps/place/Melonenstrasse%202+9101+Herisau
Dindan Solutions GmbH,Herstellung von elektronischen Bauelementen,http://www.dindan.ch/,tel:032 852 00 00,fax:032 636 08 50,"Kirchgasse 1a
4538 Oberbipp",https://www.google.com/maps/place/Kirchgasse%201a+4538+Oberbipp
Binder & Co. AG,Elektroinstallation,NA,tel:071 274 20 40,fax:071 274 20 41,"Rittmeyerstrasse 15
9014 St. Gallen",https://www.google.com/maps/place/Rittmeyerstrasse%2015+9014+St.%20Gallen
LUHAG AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,NA,NA,"Löhningerstrasse 1
8223 Guntmadingen",https://www.google.com/maps/place/L%C3%B6hningerstrasse%201+8223+Guntmadingen
Hotimétal SA,Herstellung von Metallkonstruktionen,http://www.hotimetal.ch/,tel:021 807 04 32,NA,"Route de la Broye 97
1623 Semsales",https://www.google.com/maps/place/Route%20de%20la%20Broye%2097+1623+Semsales
DOS Group SA,"Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software",http://www.dosinformatica.com/,tel:091 630 20 11,fax:091 630 20 12,"Via Rime 38
6850 Mendrisio",https://www.google.com/maps/place/Via%20Rime%2038+6850+Mendrisio
Ernst Gerber AG,Nicht-regelmässiger Personenbeförderung im Landverkehr,http://www.gerber-reisen.ch/,tel:062 916 50 50,fax:062 916 50 59,"Mumenthalstrasse 5
4914 Roggwil BE",https://www.google.com/maps/place/Mumenthalstrasse%20%205+4914+Roggwil%20BE
GSoG GmbH,Aktivitäten der Generalunternehmen im Baugewerbe,http://www.gsog.ch/,tel:041 612 25 00,fax:041 612 25 01,"Rotzbergstrasse 19
6362 Stansstad",https://www.google.com/maps/place/Rotzbergstrasse%2019+6362+Stansstad
BF partner ag,Bewertungen,http://www.bfpartnerag.ch/,tel:041 925 15 50,NA,"Meienriesliweg 15
6210 Sursee",https://www.google.com/maps/place/Meienriesliweg%2015+6210+Sursee
IMS SPORT AG,Werbeagenturen,http://www.ims-sport.ch/,tel:031 978 20 20,fax:031 978 20 25,"Gartenstadtstrasse 17
3098 Köniz",https://www.google.com/maps/place/Gartenstadtstrasse%2017+3098+K%C3%B6niz
Fabian Dörig AG,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://doerig-heizsysteme.ch/,tel:071 787 89 18,NA,"Sägehüslistrasse 16
9050 Appenzell",https://www.google.com/maps/place/S%C3%A4geh%C3%BCslistrasse%2016+9050+Appenzell
A&A Fassaden AG,Malerei und Gipserei ohne ausgeprägten Schwerpunkt,http://www.aa-fassaden.ch/,NA,NA,"Seestrasse 205
8806 Bäch SZ",https://www.google.com/maps/place/Seestrasse%20205+8806+B%C3%A4ch%20SZ
Alpha-Contrôle SA,Sanitär- und Heizungsinstallation,NA,tel:021 909 10 60,fax:021 909 10 61,"ch.en Vily 1
1670 Ursy",https://www.google.com/maps/place/ch.en%20Vily%201+1670+Ursy
René Fontana Gipsergeschäft AG,"Anbringen von Stuckaturen, Gipserei und Verputzerei",http://www.fontanaag.ch/,tel:071 672 35 93,fax:071 622 13 79,"Bernrainstrasse 19
8280 Kreuzlingen",https://www.google.com/maps/place/Bernrainstrasse%2019+8280+Kreuzlingen
Leth - Relocation GmbH,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,http://leth-relocation.ch/,NA,NA,"Kantonsstrasse 57
3930 Eyholz",https://www.google.com/maps/place/Kantonsstrasse%2057+3930+Eyholz
Schiesser GmbH Ingenieurbüro,"Technische, physikalische und chemische Untersuchung",NA,tel:044 775 20 80,NA,"Zürcherstrasse 2
8142 Uitikon Waldegg",https://www.google.com/maps/place/Z%C3%BCrcherstrasse%202+8142+Uitikon%20Waldegg
Notter Hochbau AG,Bau von Bahnverkehrsstrecken,http://www.nottergruppe.ch/,tel:056 618 50 00,fax:056 621 96 20,"Aeschstrasse 10
5610 Wohlen AG",https://www.google.com/maps/place/Aeschstrasse%2010+5610+Wohlen%20AG
Gomes Ferreira Consulting,Sonstige technische Beratung und Planung,http://www.linkedin.com/in/micael-ferreira,NA,NA,"Boulevard D'Yvoy 11
1205 Genève",https://www.google.com/maps/place/Boulevard%20D'Yvoy%2011+1205+Gen%C3%A8ve
Casotti Holzbau,"Bauschreinerei, Fenster und Türen",NA,tel:081 252 11 69,fax:081 252 18 91,"Oberdorfstrasse 3
7026 Maladers",https://www.google.com/maps/place/Oberdorfstrasse%203+7026+Maladers
Hugi Reinigung GmbH,Allgemeine Gebäudereinigung,http://www.hugi-reinigung.ch/,tel:052 747 18 10,fax:052 747 20 17,"Erchingerstrasse 9
8500 Frauenfeld",https://www.google.com/maps/place/Erchingerstrasse%209+8500+Frauenfeld
Suissetrading AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:071 351 44 05,NA,"Töbeli 156
9044 Wald AR",https://www.google.com/maps/place/T%C3%B6beli%20156+9044+Wald%20AR
Möbel Gantenbein,Detailhandel mit Möbeln,NA,tel:081 771 31 35,fax:081 771 52 45,"Mädliweg 26
9470 Werdenberg",https://www.google.com/maps/place/M%C3%A4dliweg%2026+9470+Werdenberg
"Restaurant l'Oasis, Frouin Laurent","Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.restaurantoasis.ch/,tel:021 965 60 20,fax:021 965 60 21,"Rue du Quai
1844 Villeneuve VD",https://www.google.com/maps/place/Rue%20du%20Quai+1844+Villeneuve%20VD
J. Stocker Fensterbau AG,"Bauschreinerei, Fenster und Türen",http://www.stocker-fenster.ch/,tel:041 789 60 50,fax:041 789 60 51,"Riedmatt 1
5645 Fenkrieden",https://www.google.com/maps/place/Riedmatt%201+5645+Fenkrieden
Klebermacher AG,Werbeagenturen,http://www.klebermacher.ch/,tel:041 921 65 87,fax:041 921 54 32,"Luzernstrasse 50
6208 Oberkirch LU",https://www.google.com/maps/place/Luzernstrasse%2050+6208+Oberkirch%20LU
Ziegler & Cie AG,"Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung",http://www.zieglerag.ch/,tel:052 234 20 20,fax:052 234 20 10,"Industriestrasse 12
8404 Winterthur",https://www.google.com/maps/place/Industriestrasse%2012+8404+Winterthur
Hotel Sonne Zermatt AG,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.sonnezermatt.ch/,NA,NA,"Metzggasse 35
3920 Zermatt",https://www.google.com/maps/place/Metzggasse%2035+3920+Zermatt
GERBER Infra GmbH,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.gerber-infra.ch/,tel:034 402 77 11,fax:034 402 77 12,"Güterstrasse 3
3550 Langnau im Emmental",https://www.google.com/maps/place/G%C3%BCterstrasse%203+3550+Langnau%20im%20Emmental
Lotus Kronstadt AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,NA,NA,"Gewerbestrasse 5
6330 Cham",https://www.google.com/maps/place/Gewerbestrasse%205+6330+Cham
Fitlife Training GmbH,Gymnastik- und Fitnesszentren,NA,tel:056 611 13 10,NA,"Dottikerstrasse 7
5611 Anglikon",https://www.google.com/maps/place/Dottikerstrasse%207+5611+Anglikon
BMI Beyeler AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:031 951 96 86,fax:031 951 96 88,"Breichtenstrasse 7a
3074 Muri b. Bern",https://www.google.com/maps/place/Breichtenstrasse%20%207a+3074+Muri%20b.%20Bern
Storentechnik Loriol GmbH,Sonstige Bauinstallation,NA,tel:062 216 15 50,fax:062 216 27 22,"Gässli 5
4614 Hägendorf",https://www.google.com/maps/place/G%C3%A4ssli%205+4614+H%C3%A4gendorf
Antognini SA,"Holzbau, Zimmerei",http://www.antognini-sa.ch/,tel:091 794 23 48,fax:091 794 25 72,"Via Vairano 9
6575 S. Nazzaro",https://www.google.com/maps/place/Via%20Vairano%209+6575+S.%20Nazzaro
OECHSLI Wohnen + Schlafen AG,Detailhandel mit Einrichtungsgegenständen und Hausrat a. n. g.,http://www.oechsli-huttwil.ch/,tel:062 962 10 19,fax:062 962 32 20,"Bahnhofstrasse 13
4950 Huttwil",https://www.google.com/maps/place/Bahnhofstrasse%2013+4950+Huttwil
LEADERSHIP AG,Unternehmensberatung,http://www.leadership-ag.ch/,tel:033 221 66 22,NA,"Hohmadstrasse 43
3600 Thun",https://www.google.com/maps/place/Hohmadstrasse%2043+3600+Thun
GRAFOT SPÖRRY,Bewertungen,http://www.grafot.ch/,tel:034 445 30 62,fax:034 445 30 63,"Jurastrasse 13
3422 Alchenflüh",https://www.google.com/maps/place/Jurastrasse%2013+3422+Alchenfl%C3%BCh
Axotech AG,Personenbeförderung in der Luftfahrt,http://www.axotech.ch/,NA,NA,"Thayngerstrasse 63
8207 Schaffhausen",https://www.google.com/maps/place/Thayngerstrasse%2063+8207+Schaffhausen
Infanger AG,Bau-Ingenieurbüros,http://www.infangerag.ch/,tel:041 340 66 80,fax:041 340 66 84,"Kantonsstrasse 53
6048 Horw",https://www.google.com/maps/place/Kantonsstrasse%2053+6048+Horw
Wechsler AG,Allgemeiner Hochbau,NA,tel:041 930 33 84,NA,"Bohler 2
6221 Rickenbach LU",https://www.google.com/maps/place/Bohler%202+6221+Rickenbach%20LU
Buffone GmbH,Verlegen von Fussboden,NA,tel:043 844 62 35,fax:043 844 62 36,"Hinterer Mettliweg 9
8800 Thalwil",https://www.google.com/maps/place/Hinterer%20Mettliweg%209+8800+Thalwil
Arthur Müggler & Co. AG,Dachdeckerei,http://www.mueggler.ch/,tel:071 755 11 59,fax:071 755 21 63,"Alte Landstrasse 65
9450 Altstätten SG",https://www.google.com/maps/place/Alte%20Landstrasse%2065+9450+Altst%C3%A4tten%20SG
Aepli Immo AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,NA,tel:071 388 82 82,fax:071 388 82 22,"Industriestrasse 15
9200 Gossau SG",https://www.google.com/maps/place/Industriestrasse%2015+9200+Gossau%20SG
Max Frei AG,Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,NA,tel:071 727 08 38,fax:071 727 08 48,"Nöllenstrasse 17a
9443 Widnau",https://www.google.com/maps/place/N%C3%B6llenstrasse%2017a+9443+Widnau
Tschiemer Service AG,Reparatur von Maschinen,NA,tel:026 493 12 65,fax:026 493 37 02,"Duensstrasse 23
3186 Düdingen",https://www.google.com/maps/place/Duensstrasse%2023+3186+D%C3%BCdingen
Agriswiss Partners SA,Detailhandel mit Automobilteilen und -zubehör,http://www.agriswiss.ch/,tel:026 476 60 07,NA,"Chemin du Châtelard 2
1773 Chandon",https://www.google.com/maps/place/Chemin%20du%20Ch%C3%A2telard%202+1773+Chandon
Art-Confiserie Kurmann GmbH,Herstellung von Backwaren (ohne Dauerbackwaren),http://www.art-confiserie-kurmann.ch/,tel:041 361 28 48,NA,"Bahnhofstrasse 7
6003 Luzern",https://www.google.com/maps/place/Bahnhofstrasse%207+6003+Luzern
Rotex Metallbauteile GmbH,"Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung",http://www.rotex-metallbauteile.ch/,tel:071 945 70 20,fax:071 945 70 29,"St. Gallerstrasse 23
9524 Zuzwil SG",https://www.google.com/maps/place/St.%20Gallerstrasse%2023+9524+Zuzwil%20SG
STADLER AG,Verlegen von Fliesen und Platten,http://www.kaeser-stadler.ch/,tel:034 461 12 96,fax:034 402 60 69,"Rainmattstrasse 3
3415 Hasle-Rüegsau",https://www.google.com/maps/place/Rainmattstrasse%203+3415+Hasle-R%C3%BCegsau
Malergeschäft Baumann AG,Malerei,NA,tel:071 634 60 80,fax:071 634 60 88,"Stockerstrasse 9
8575 Bürglen TG",https://www.google.com/maps/place/Stockerstrasse%209+8575+B%C3%BCrglen%20TG
BW Generalbau AG,Aktivitäten der Generalunternehmen im Baugewerbe,http://www.bwgeneralbau.ch/,tel:052 224 31 81,fax:052 224 31 82,"Wülfingerstrasse 285
8408 Winterthur",https://www.google.com/maps/place/W%C3%BClfingerstrasse%20285+8408+Winterthur
B-A-G AG,"Grosshandel mit Bergwerks-, Bau- und Baustoffmaschinen",NA,NA,NA,"Talacker 41
8001 Zürich",https://www.google.com/maps/place/Talacker%2041+8001+Z%C3%BCrich
Schreinerei Eggenberger AG,Schreinerarbeiten im Innenausbau,http://www.eggenberger-ag.ch/,tel:044 945 41 58,fax:044 945 47 60,"Winterthurerstrasse 22
8605 Gutenswil",https://www.google.com/maps/place/Winterthurerstrasse%2022+8605+Gutenswil
Fridli Holz AG,"Holzbau, Zimmerei",http://www.fridliholz.ch/,tel:055 643 20 20,fax:055 643 23 37,"Schürstrasse
8783 Linthal",https://www.google.com/maps/place/Sch%C3%BCrstrasse+8783+Linthal
Eventlocation Maxililian,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.maxililian.ch/,NA,NA,"Hunnenweg 10
4500 Solothurn",https://www.google.com/maps/place/Hunnenweg%2010+4500+Solothurn
Inertstoffdeponie Emmet AG,Behandlung und Beseitigung nicht gefährlicher Abfälle,http://www.inertstoffdeponieemmet.ch/,tel:062 769 60 20,NA,"Pfaffenbiel 1
5703 Seon",https://www.google.com/maps/place/Pfaffenbiel%201+5703+Seon
ZETECH Baumesstechnik GmbH,Grosshandel mit sonstigen Maschinen und Ausrüstungen,NA,tel:041 250 32 02,NA,"Florastrasse 37
6014 Luzern",https://www.google.com/maps/place/Florastrasse%2037+6014+Luzern
Zimmerei Chaletbau Schletti AG,"Holzbau, Zimmerei",http://www.holzbau-schletti.ch/,tel:033 722 34 84,fax:033 722 42 84,"Gewerbestrasse 7
3770 Zweisimmen",https://www.google.com/maps/place/Gewerbestrasse%207+3770+Zweisimmen
Immost AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:062 917 60 63,fax:062 917 60 61,"Talbachmatte 1
6147 Altbüron",https://www.google.com/maps/place/Talbachmatte%20%201+6147+Altb%C3%BCron
Ernst Dick AG,Detailhandel mit Herrenbekleidung,http://www.dick.ch/,tel:031 311 53 21,fax:031 312 35 78,"Flurweg 66
3072 Ostermundigen",https://www.google.com/maps/place/Flurweg%2066+3072+Ostermundigen
Hostellerie de l'Ardève,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.hotelardeve.ch/,tel:027 305 25 25,fax:027 305 25 26,"Mayens de Chamoson
1911 Ovronnaz",https://www.google.com/maps/place/Mayens%20de%20Chamoson+1911+Ovronnaz
Vögtli Group AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,http://www.voegtligroup.ch/,tel:061 701 12 48,fax:061 701 15 07,"Rainweg 8
4143 Dornach",https://www.google.com/maps/place/Rainweg%208+4143+Dornach
Huber Nutzfahrzeuge AG,lnstandhaltung und Reparatur von Automobilen,http://www.huber-nutzfahrzeuge.ch/,tel:071 929 80 00,fax:071 929 80 01,"Lenzbüel 5, Gloten
8370 Sirnach","https://www.google.com/maps/place/Lenzb%C3%BCel%205,%20Gloten+8370+Sirnach"
OPS Office Partner Service AG,Sekretariats- und Schreibdienste,NA,NA,NA,"Rietbergstrasse 35
9403 Goldach",https://www.google.com/maps/place/Rietbergstrasse%2035+9403+Goldach
AutoNova Payerne SA,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.autonova-sa.ch/,tel:026 662 42 42,fax:026 662 42 41,"Rte de la Grosse-Pierre 24
1530 Payerne",https://www.google.com/maps/place/Rte%20de%20la%20Grosse-Pierre%2024+1530+Payerne
Zimber AG Küchen,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",NA,tel:061 811 39 64,NA,"Hauptstrasse 26
4302 Augst BL",https://www.google.com/maps/place/Hauptstrasse%2026+4302+Augst%20BL
Blaues-Kreuz,Jugendorganisationen,http://www.blaueskreuz-tgsh.ch/,tel:071 622 40 46,fax:071 622 80 46,"Amriswilerstrasse 50
8570 Weinfelden",https://www.google.com/maps/place/Amriswilerstrasse%2050+8570+Weinfelden
Alfred Broghammer,Werbeagenturen,NA,tel:031 819 21 51,NA,"Bächimattstrasse 14
3075 Rüfenacht BE",https://www.google.com/maps/place/B%C3%A4chimattstrasse%2014+3075+R%C3%BCfenacht%20BE
Schreinerei Hans Stalder,Schreinerarbeiten im Innenausbau,NA,tel:032 675 59 42,fax:032 675 59 43,"Zielmattenring 10
4563 Gerlafingen",https://www.google.com/maps/place/Zielmattenring%2010+4563+Gerlafingen
Restaurant Le Bistro,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",NA,tel:041 210 12 74,NA,"Theaterstrasse 5
6003 Luzern",https://www.google.com/maps/place/Theaterstrasse%205+6003+Luzern
Gasthaus Adler,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.adler-gastro4you.ch/,tel:055 440 29 22,NA,"Dorfstrasse 42
8834 Schindellegi",https://www.google.com/maps/place/Dorfstrasse%2042+8834+Schindellegi
Rösli Reklame GmbH,Grafikdesign und Visuelle Kommunikation,http://www.roesli-reklame.ch/,tel:041 490 00 60,NA,"Hackenrüti 6
6110 Wolhusen",https://www.google.com/maps/place/Hackenr%C3%BCti%206+6110+Wolhusen
Strässle & Partner GmbH,Maurerarbeiten,NA,tel:052 763 20 84,fax:052 770 06 84,"Rosengasse 6
8555 Müllheim Dorf",https://www.google.com/maps/place/Rosengasse%206+8555+M%C3%BCllheim%20Dorf
Schafroth AG Möhlin,Sägewerke,http://www.schafroth-ag.ch/,tel:061 855 92 00,fax:061 855 92 01,"Zeiningerstrasse 359
4313 Möhlin",https://www.google.com/maps/place/Zeiningerstrasse%20359+4313+M%C3%B6hlin
Autocenter Jäggin GmbH,lnstandhaltung und Reparatur von Automobilen,NA,tel:062 391 50 40,fax:062 391 20 51,"Schützenweg 3
4710 Balsthal",https://www.google.com/maps/place/Sch%C3%BCtzenweg%203+4710+Balsthal
Wekatex Handels GmbH,Grosshandel mit Schuhen,http://www.wekatex.ch/,tel:071 969 43 83,NA,"Frauenfelderstrasse 49
8370 Sirnach",https://www.google.com/maps/place/Frauenfelderstrasse%2049+8370+Sirnach
CAR-REP Ostermundigen GmbH,lnstandhaltung und Reparatur von Automobilen,NA,tel:031 832 48 08,NA,"Bernstrasse 84
3072 Ostermundigen",https://www.google.com/maps/place/Bernstrasse%2084+3072+Ostermundigen
Waldhotel Unspunnen GmbH,"Hotels, Gasthöfe und Pensionen mit Restaurant",NA,tel:033 822 34 91,NA,"Wagnerenstrasse 15
3800 Matten b. Interlaken",https://www.google.com/maps/place/Wagnerenstrasse%2015+3800+Matten%20b.%20Interlaken
Terra Partners AG,Unternehmensberatung,http://terrapartners.ch/,tel:078 765 04 44,NA,"Scheideggstrasse 30
8404 Winterthur",https://www.google.com/maps/place/Scheideggstrasse%2030+8404+Winterthur
Coiffure Trix,Coiffeursalons,NA,NA,NA,"Huttengässlein 8
5037 Muhen",https://www.google.com/maps/place/Hutteng%C3%A4sslein%208+5037+Muhen
Schlossgarage Seengen AG,lnstandhaltung und Reparatur von Automobilen,http://www.schlossgarage-seengen.ch/,tel:062 767 50 90,NA,"Boniswilerstrasse 33
5707 Seengen",https://www.google.com/maps/place/Boniswilerstrasse%2033+5707+Seengen
RG ANNONCEN GMBH,Vermarktung und Vermittlung von Werbezeiten und Werbeflächen,NA,tel:056 221 88 12,fax:056 221 84 34,"Eichtalhöhe 12
5400 Baden",https://www.google.com/maps/place/Eichtalh%C3%B6he%2012+5400+Baden
Gasthaus Bären,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",NA,tel:062 721 04 04,fax:062 721 04 04,"Hauptstrasse 2
5043 Holziken",https://www.google.com/maps/place/Hauptstrasse%202+5043+Holziken
Fritz Bösiger,"Detailhandel mit Getreide, Futtermitteln und Landesprodukten",NA,tel:041 988 14 78,NA,"Haus Folata, Rufswilstr. 5
6153 Ufhusen","https://www.google.com/maps/place/Haus%20Folata,%20Rufswilstr.%205+6153+Ufhusen"
